cell_id,cycle,capacity,soh,voltage_mean,voltage_max,voltage_min,voltage_std,current_mean,current_max,current_min,current_std,temp_mean,temp_max,temp_min,temp_std,discharge_time,ambient_temperature,dataset,capacity_prev,capacity_delta,rolling_decay_rate,temp_rise,voltage_range
CS2_35,23,1.0922,0.9822,3.6281,4.2,2.7541,0.3823,-0.5522,0.0,-0.56,0.25,22.2681,28.3562,21.0627,2.1206,7156.46,22.0,calce_cs2,1.0928,-0.0005999999999999339,-0.0009799999999999809,6.356200000000001,1.4459
CS2_35,24,1.0926,0.9825,3.6458,4.2,2.7473,0.3824,-0.5577,0.0,-0.56,0.25,22.1445,28.8293,20.9642,2.1133,7157.5,22.0,calce_cs2,1.0922,0.00039999999999995595,-9.999999999998899e-05,6.8293,1.4527
CS2_35,25,1.0925,0.9825,3.6431,4.2,2.752,0.3825,-0.5532,0.0,-0.56,0.25,22.1333,28.4032,20.969,2.0557,7130.55,22.0,calce_cs2,1.0926,-9.999999999998899e-05,-0.0010800000000000143,6.403199999999998,1.4480000000000004
CS2_35,26,1.0905,0.9807,3.6448,4.2,2.7446,0.3826,-0.5529,0.0,-0.56,0.25,22.2451,28.8323,20.9344,2.0485,7115.0,22.0,calce_cs2,1.0925,-0.0020000000000000018,-0.00011999999999998679,6.8323,1.4554
CS2_35,27,1.0873,0.9778,3.6488,4.2,2.7436,0.3827,-0.5486,0.0,-0.56,0.25,22.19,28.6501,21.1645,2.0565,7128.56,22.0,calce_cs2,1.0905,-0.0032000000000000917,-0.001100000000000012,6.650099999999998,1.4564000000000004
CS2_35,28,1.0852,0.9759,3.6355,4.2,2.7547,0.3828,-0.5549,0.0,-0.56,0.25,21.9811,28.9885,20.8986,2.0599,7099.33,22.0,calce_cs2,1.0873,-0.0020999999999999908,-0.0014000000000000234,6.988499999999998,1.4453
CS2_35,29,1.0877,0.9781,3.6463,4.2,2.7571,0.3829,-0.5436,0.0,-0.56,0.25,22.121,28.8145,20.9781,2.089,7129.63,22.0,calce_cs2,1.0852,0.0024999999999999467,-0.0009800000000000253,6.814499999999999,1.4429000000000003
CS2_35,30,1.0844,0.9752,3.644,4.2,2.7552,0.383,-0.5554,0.0,-0.56,0.25,22.1153,28.6424,21.0234,2.1417,7095.95,22.0,calce_cs2,1.0877,-0.0032999999999998586,-0.0016199999999999993,6.6423999999999985,1.4448000000000003
CS2_35,31,1.0862,0.9768,3.6416,4.2,2.7489,0.3831,-0.5401,0.0,-0.56,0.25,21.9974,28.6585,20.842,2.0127,7081.2,22.0,calce_cs2,1.0844,0.0018000000000000238,-0.0008599999999999941,6.6585,1.4511000000000003
CS2_35,32,1.0847,0.9754,3.6316,4.2,2.7586,0.3832,-0.5523,0.0,-0.56,0.25,22.2263,28.7216,21.0495,1.9974,7097.23,22.0,calce_cs2,1.0862,-0.0015000000000000568,-0.0005199999999999872,6.721599999999999,1.4414000000000002
CS2_35,33,1.0836,0.9744,3.6409,4.2,2.7554,0.3833,-0.5495,0.0,-0.56,0.25,22.1425,28.7227,20.9922,2.0842,7078.01,22.0,calce_cs2,1.0847,-0.001100000000000101,-0.0003200000000000092,6.7227,1.4446000000000003
CS2_35,34,1.0844,0.9752,3.6279,4.2,2.7516,0.3834,-0.545,0.0,-0.56,0.25,22.1703,28.8368,21.1079,2.0811,7127.15,22.0,calce_cs2,1.0836,0.0008000000000001339,-0.0006599999999999717,6.8368,1.4484000000000004
CS2_35,35,1.0813,0.9724,3.6347,4.2,2.7604,0.3835,-0.5546,0.0,-0.56,0.25,22.2027,28.4164,20.9915,2.1022,7092.43,22.0,calce_cs2,1.0844,-0.0031000000000001027,-0.0006200000000000205,6.416399999999999,1.4396
CS2_35,36,1.0831,0.974,3.6345,4.2,2.747,0.3836,-0.5628,0.0,-0.56,0.25,22.1346,28.9215,21.0049,2.0229,7076.87,22.0,calce_cs2,1.0813,0.0018000000000000238,-0.0006200000000000205,6.921500000000002,1.4530000000000003
CS2_35,37,1.0843,0.9751,3.6228,4.2,2.7501,0.3837,-0.5509,0.0,-0.56,0.25,22.2093,28.7853,20.9817,2.1347,7116.73,22.0,calce_cs2,1.0831,0.0012000000000000899,-7.999999999999118e-05,6.785299999999999,1.4499
CS2_35,38,1.081,0.9721,3.6423,4.2,2.7448,0.3838,-0.5564,0.0,-0.56,0.25,22.2994,28.8189,20.9762,2.1378,7101.86,22.0,calce_cs2,1.0843,-0.0033000000000000806,-0.0005199999999999872,6.818899999999999,1.4552
CS2_35,39,1.0806,0.9718,3.6376,4.2,2.7537,0.3839,-0.5461,0.0,-0.56,0.25,22.1337,28.6148,20.9661,1.9793,7065.08,22.0,calce_cs2,1.081,-0.00039999999999995595,-0.0007600000000000051,6.614799999999999,1.4463000000000004
CS2_35,40,1.0795,0.9707,3.6237,4.2,2.7568,0.384,-0.541,0.0,-0.56,0.25,21.9963,28.7389,20.9824,2.0846,7052.93,22.0,calce_cs2,1.0806,-0.001100000000000101,-0.00036000000000000474,6.738900000000001,1.4432
CS2_35,41,1.0769,0.9684,3.6306,4.2,2.7426,0.3841,-0.5559,0.0,-0.56,0.25,22.2313,28.739,21.0412,2.013,7051.94,22.0,calce_cs2,1.0795,-0.0025999999999999357,-0.0012399999999999967,6.739000000000001,1.4574000000000003
CS2_35,42,1.0764,0.968,3.6413,4.2,2.7513,0.3842,-0.5494,0.0,-0.56,0.25,22.2175,28.7252,20.9431,2.1432,7034.7,22.0,calce_cs2,1.0769,-0.0004999999999999449,-0.0015800000000000037,6.725200000000001,1.4487
CS2_35,43,1.0779,0.9693,3.6404,4.2,2.7478,0.3843,-0.5548,0.0,-0.56,0.25,22.5051,28.7576,21.007,2.087,7066.82,22.0,calce_cs2,1.0764,0.0015000000000000568,-0.0006199999999999761,6.7576,1.4522000000000004
CS2_35,44,1.0731,0.965,3.6449,4.2,2.7485,0.3844,-0.544,0.0,-0.56,0.25,22.2101,28.5721,20.9244,2.0799,6997.21,22.0,calce_cs2,1.0779,-0.0048000000000001375,-0.0015000000000000124,6.572099999999999,1.4515000000000002
CS2_35,45,1.0816,0.9726,3.6322,4.2,2.7501,0.3845,-0.5558,0.0,-0.56,0.25,22.0599,28.7848,21.0244,2.0487,7067.68,22.0,calce_cs2,1.0731,0.008499999999999952,0.0004199999999999982,6.784800000000001,1.4499
CS2_35,46,1.0766,0.9681,3.6275,4.2,2.7452,0.3846,-0.5529,0.0,-0.56,0.25,22.1367,28.9439,21.1001,2.0804,7042.98,22.0,calce_cs2,1.0816,-0.004999999999999893,-5.9999999999993395e-05,6.943899999999999,1.4548
CS2_35,47,1.0726,0.9645,3.6301,4.2,2.7538,0.3847,-0.5479,0.0,-0.56,0.25,22.3202,29.0993,21.048,2.1359,7014.23,22.0,calce_cs2,1.0766,-0.0040000000000000036,-0.0007600000000000051,7.0992999999999995,1.4462000000000002
CS2_35,48,1.0685,0.9609,3.6401,4.2,2.7562,0.3848,-0.546,0.0,-0.56,0.25,22.1802,28.9362,21.0594,2.155,6978.44,22.0,calce_cs2,1.0726,-0.0040999999999999925,-0.001880000000000015,6.9361999999999995,1.4438
CS2_35,49,1.075,0.9667,3.6249,4.2,2.7448,0.3849,-0.5542,0.0,-0.56,0.25,22.188,28.6833,21.0263,2.117,7050.16,22.0,calce_cs2,1.0685,0.00649999999999995,0.00038000000000000257,6.683299999999999,1.4552
CS2_35,50,1.0719,0.9639,3.6239,4.2,2.7438,0.385,-0.5518,0.0,-0.56,0.25,22.263,29.1853,20.9148,2.1913,7011.78,22.0,calce_cs2,1.075,-0.0030999999999998806,-0.0019399999999999639,7.185300000000002,1.4562000000000004
CS2_35,51,1.0741,0.9659,3.6207,4.2,2.7491,0.3851,-0.5484,0.0,-0.56,0.25,22.2484,28.7976,20.9911,2.1331,7014.87,22.0,calce_cs2,1.0719,0.0021999999999999797,-0.0004999999999999894,6.797599999999999,1.4509000000000003
CS2_35,52,1.0663,0.9589,3.6209,4.2,2.7537,0.3852,-0.5485,0.0,-0.56,0.25,22.0877,28.9452,20.9993,2.0527,6989.12,22.0,calce_cs2,1.0741,-0.007800000000000029,-0.0012599999999999944,6.9452,1.4463000000000004
CS2_35,53,1.0725,0.9645,3.6267,4.2,2.7409,0.3853,-0.5448,0.0,-0.56,0.25,22.0883,28.5657,20.8208,2.04,7003.46,22.0,calce_cs2,1.0663,0.006199999999999983,0.0008000000000000007,6.5657,1.4591000000000003
CS2_35,54,1.0741,0.9659,3.631,4.2,2.7529,0.3854,-0.5514,0.0,-0.56,0.25,21.9514,29.0995,20.9442,2.1179,7030.8,22.0,calce_cs2,1.0725,0.0016000000000000458,-0.00017999999999998017,7.099499999999999,1.4471000000000003
CS2_35,55,1.0677,0.9602,3.6347,4.2,2.7484,0.3855,-0.5389,0.0,-0.56,0.25,22.3714,28.7671,21.005,2.1035,6964.32,22.0,calce_cs2,1.0741,-0.006399999999999961,-0.0008399999999999963,6.767099999999999,1.4516
CS2_35,56,1.0701,0.9623,3.6192,4.2,2.7462,0.3856,-0.544,0.0,-0.56,0.25,22.1296,28.9988,21.0543,2.2088,7003.99,22.0,calce_cs2,1.0677,0.0023999999999999577,-0.0008000000000000007,6.998799999999999,1.4538000000000002
CS2_35,57,1.0623,0.9553,3.6393,4.2,2.7448,0.3857,-0.5402,0.0,-0.56,0.25,22.1555,29.0301,20.9624,2.0672,6949.81,22.0,calce_cs2,1.0701,-0.007800000000000029,-0.0008000000000000007,7.030100000000001,1.4552
CS2_35,58,1.0684,0.9608,3.6221,4.2,2.7431,0.3858,-0.5404,0.0,-0.56,0.25,22.4315,28.7936,20.9287,2.0104,7014.76,22.0,calce_cs2,1.0623,0.006099999999999994,-0.0008199999999999985,6.793600000000001,1.4569
CS2_35,59,1.0668,0.9594,3.6303,4.2,2.7445,0.3859,-0.5516,0.0,-0.56,0.25,22.5215,28.8688,21.0201,2.0535,6972.12,22.0,calce_cs2,1.0684,-0.0016000000000000458,-0.0014600000000000168,6.8688,1.4555000000000002
CS2_35,60,1.0626,0.9556,3.6227,4.2,2.7483,0.386,-0.5474,0.0,-0.56,0.25,22.0697,28.7485,20.8877,2.0735,6939.68,22.0,calce_cs2,1.0668,-0.0041999999999999815,-0.0010200000000000209,6.7485,1.4517000000000002
CS2_35,61,1.0644,0.9572,3.6283,4.2,2.745,0.3861,-0.5422,0.0,-0.56,0.25,22.3217,28.9667,21.0515,2.0542,6981.3,22.0,calce_cs2,1.0626,0.0018000000000000238,-0.0011400000000000078,6.9666999999999994,1.455
CS2_35,62,1.0664,0.959,3.6358,4.2,2.7475,0.3862,-0.5543,0.0,-0.56,0.25,22.1606,28.6662,20.9449,2.1796,6955.33,22.0,calce_cs2,1.0644,0.0020000000000000018,0.0008199999999999985,6.6662,1.4525000000000001
CS2_35,63,1.0662,0.9589,3.6154,4.2,2.7369,0.3863,-0.5465,0.0,-0.56,0.25,22.1087,29.0241,20.9215,1.9645,6967.95,22.0,calce_cs2,1.0664,-0.00019999999999997797,-0.00043999999999999595,7.024100000000001,1.4631000000000003
CS2_35,64,1.0687,0.961,3.6226,4.2,2.7543,0.3864,-0.5447,0.0,-0.56,0.25,22.1741,28.7,21.0271,2.0551,7001.42,22.0,calce_cs2,1.0662,0.0024999999999999467,0.00038000000000000257,6.699999999999999,1.4457
CS2_35,65,1.0608,0.9539,3.6301,4.2,2.7445,0.3865,-0.5492,0.0,-0.56,0.25,22.2658,28.8067,20.9504,2.1296,6959.35,22.0,calce_cs2,1.0687,-0.007900000000000018,-0.00036000000000000474,6.806699999999999,1.4555000000000002
CS2_35,66,1.0592,0.9525,3.629,4.2,2.7494,0.3866,-0.5528,0.0,-0.56,0.25,22.3939,28.925,20.8569,2.1776,6899.75,22.0,calce_cs2,1.0608,-0.0016000000000000458,-0.0010400000000000188,6.925000000000001,1.4506000000000001
CS2_35,67,1.0584,0.9518,3.6208,4.2,2.7529,0.3867,-0.5463,0.0,-0.56,0.25,22.254,28.7884,20.9911,2.0739,6928.65,22.0,calce_cs2,1.0592,-0.0007999999999999119,-0.0016000000000000014,6.788399999999999,1.4471000000000003
CS2_35,68,1.0567,0.9503,3.6198,4.2,2.7479,0.3868,-0.5533,0.0,-0.56,0.25,22.3418,28.8541,20.987,2.0683,6944.08,22.0,calce_cs2,1.0584,-0.0017000000000000348,-0.0019000000000000128,6.854099999999999,1.4521000000000002
CS2_35,69,1.0547,0.9485,3.6204,4.2,2.7512,0.3869,-0.5516,0.0,-0.56,0.25,22.0956,28.92,21.0218,2.1453,6898.42,22.0,calce_cs2,1.0567,-0.0020000000000000018,-0.0028000000000000026,6.920000000000002,1.4488000000000003
CS2_35,70,1.0558,0.9494,3.6278,4.2,2.7487,0.387,-0.5524,0.0,-0.56,0.25,22.2456,28.8884,20.9743,2.0907,6914.1,22.0,calce_cs2,1.0547,0.001100000000000101,-0.0009999999999999788,6.888400000000001,1.4513000000000003
CS2_35,71,1.0569,0.9504,3.6248,4.2,2.7594,0.3871,-0.5432,0.0,-0.56,0.25,22.3946,29.0015,20.8782,2.1496,6917.38,22.0,calce_cs2,1.0558,0.0010999999999998789,-0.0004599999999999937,7.0015,1.4406000000000003
CS2_35,72,1.0561,0.9497,3.6184,4.2,2.7525,0.3872,-0.5416,0.0,-0.56,0.25,22.1478,28.9897,20.9961,2.0927,6909.14,22.0,calce_cs2,1.0569,-0.0007999999999999119,-0.0004599999999999937,6.989699999999999,1.4475000000000002
CS2_35,73,1.0589,0.9522,3.6273,4.2,2.7567,0.3873,-0.5432,0.0,-0.56,0.25,22.3314,29.0369,20.9582,2.0645,6919.71,22.0,calce_cs2,1.0561,0.0027999999999999137,0.00043999999999999595,7.036899999999999,1.4433000000000002
CS2_35,74,1.0552,0.9489,3.617,4.2,2.7535,0.3874,-0.5538,0.0,-0.56,0.25,22.3134,28.8746,20.9687,2.0755,6949.71,22.0,calce_cs2,1.0589,-0.0037000000000000366,9.999999999998899e-05,6.874600000000001,1.4465000000000003
CS2_35,75,1.0546,0.9484,3.615,4.2,2.7498,0.3875,-0.551,0.0,-0.56,0.25,22.0976,28.7745,21.0413,2.0556,6924.18,22.0,calce_cs2,1.0552,-0.0005999999999999339,-0.00024000000000001798,6.7745,1.4502000000000002
CS2_35,76,1.053,0.9469,3.6194,4.2,2.753,0.3876,-0.5475,0.0,-0.56,0.25,22.296,28.929,21.1574,2.1054,6874.93,22.0,calce_cs2,1.0546,-0.0016000000000000458,-0.0007800000000000029,6.9289999999999985,1.447
CS2_35,77,1.0578,0.9513,3.6092,4.2,2.756,0.3877,-0.552,0.0,-0.56,0.25,22.1842,28.9661,20.8971,2.1372,6912.62,22.0,calce_cs2,1.053,0.0048000000000001375,0.00034000000000000696,6.966100000000001,1.4440000000000004
CS2_35,78,1.0482,0.9427,3.6249,4.2,2.748,0.3878,-0.5589,0.0,-0.56,0.25,22.554,28.6709,21.0488,2.1958,6879.22,22.0,calce_cs2,1.0578,-0.009600000000000053,-0.0021399999999999865,6.6709,1.452
CS2_35,79,1.0532,0.9471,3.6065,4.2,2.7467,0.3879,-0.5469,0.0,-0.56,0.25,22.051,28.954,20.9523,2.0128,6881.0,22.0,calce_cs2,1.0482,0.004999999999999893,-0.00040000000000000034,6.954000000000001,1.4533
CS2_35,80,1.0548,0.9486,3.6289,4.2,2.7534,0.388,-0.5527,0.0,-0.56,0.25,22.0137,28.8057,20.9365,2.2023,6891.13,22.0,calce_cs2,1.0532,0.0016000000000000458,3.999999999999559e-05,6.805700000000002,1.4466
CS2_35,81,1.0516,0.9456,3.6073,4.2,2.7528,0.3881,-0.5496,0.0,-0.56,0.25,22.1464,28.8727,20.9658,2.095,6892.9,22.0,calce_cs2,1.0548,-0.0031999999999998696,-0.0002799999999999692,6.872699999999998,1.4472
CS2_35,82,1.0479,0.9424,3.619,4.2,2.7556,0.3882,-0.5524,0.0,-0.56,0.25,22.3608,28.8106,20.9789,2.1034,6826.65,22.0,calce_cs2,1.0516,-0.0037000000000000366,-0.001980000000000004,6.810600000000001,1.4444000000000004
CS2_35,83,1.0477,0.9421,3.621,4.2,2.7493,0.3883,-0.5467,0.0,-0.56,0.25,22.3246,28.9208,20.8372,2.101,6853.83,22.0,calce_cs2,1.0479,-0.00019999999999997797,-9.999999999998899e-05,6.9208,1.4507000000000003
CS2_35,84,1.0508,0.9449,3.6166,4.2,2.7555,0.3884,-0.5527,0.0,-0.56,0.25,22.4241,29.1574,20.9809,2.1391,6872.26,22.0,calce_cs2,1.0477,0.0030999999999998806,-0.00047999999999999156,7.157399999999999,1.4445000000000001
CS2_35,85,1.0475,0.942,3.6069,4.2,2.7398,0.3885,-0.5487,0.0,-0.56,0.25,22.2899,28.8945,20.957,2.127,6831.13,22.0,calce_cs2,1.0508,-0.0032999999999998586,-0.0014599999999999724,6.894500000000001,1.4602000000000004
CS2_35,86,1.046,0.9407,3.617,4.2,2.751,0.3886,-0.55,0.0,-0.56,0.25,22.3678,29.1153,20.993,2.1278,6849.41,22.0,calce_cs2,1.0475,-0.0015000000000000568,-0.0011200000000000099,7.115300000000001,1.4490000000000003
CS2_35,87,1.0473,0.9418,3.6137,4.2,2.7482,0.3887,-0.5432,0.0,-0.56,0.25,22.3019,28.9159,21.103,2.0846,6849.76,22.0,calce_cs2,1.046,0.0012999999999998568,-0.00012000000000003119,6.915900000000001,1.4518
CS2_35,88,1.0394,0.9347,3.6174,4.2,2.7533,0.3888,-0.5439,0.0,-0.56,0.25,22.4395,29.3344,21.0927,2.0131,6805.56,22.0,calce_cs2,1.0473,-0.007899999999999796,-0.0016599999999999948,7.334399999999999,1.4467000000000003
CS2_35,89,1.0468,0.9414,3.6132,4.2,2.7537,0.3889,-0.5542,0.0,-0.56,0.25,22.3219,28.9323,21.0872,2.0949,6874.93,22.0,calce_cs2,1.0394,0.007399999999999851,-0.0008000000000000007,6.9323000000000015,1.4463000000000004
CS2_35,90,1.0436,0.9385,3.615,4.2,2.7447,0.389,-0.5438,0.0,-0.56,0.25,22.3193,28.9354,21.0149,2.1869,6838.62,22.0,calce_cs2,1.0468,-0.0031999999999998696,-0.0007800000000000029,6.935400000000001,1.4553000000000003
CS2_35,91,1.0441,0.939,3.6082,4.2,2.7553,0.3891,-0.5408,0.0,-0.56,0.25,22.5695,29.145,20.9284,2.0403,6817.87,22.0,calce_cs2,1.0436,0.0004999999999999449,-0.00038000000000000257,7.145,1.4447
CS2_35,92,1.0432,0.9381,3.6013,4.2,2.754,0.3892,-0.551,0.0,-0.56,0.25,22.3469,29.1518,21.0066,2.1226,6809.46,22.0,calce_cs2,1.0441,-0.0009000000000001229,-0.0008199999999999985,7.1518000000000015,1.4460000000000002
CS2_35,93,1.0436,0.9385,3.6106,4.2,2.7477,0.3893,-0.5536,0.0,-0.56,0.25,22.1777,29.1696,21.0132,2.0514,6819.77,22.0,calce_cs2,1.0432,0.000400000000000178,0.0008399999999999963,7.169599999999999,1.4523000000000001
CS2_35,94,1.042,0.9371,3.6144,4.2,2.7541,0.3894,-0.5526,0.0,-0.56,0.25,22.4189,29.0205,20.9556,2.1129,6818.77,22.0,calce_cs2,1.0436,-0.0016000000000000458,-0.0009599999999999831,7.020499999999998,1.4459
CS2_35,95,1.0434,0.9383,3.6139,4.2,2.7485,0.3895,-0.5528,0.0,-0.56,0.25,22.3452,29.152,20.8603,2.1857,6843.57,22.0,calce_cs2,1.042,0.0014000000000000679,-3.999999999999559e-05,7.152000000000001,1.4515000000000002
CS2_35,96,1.0394,0.9347,3.6117,4.2,2.7401,0.3896,-0.5553,0.0,-0.56,0.25,22.4515,29.1418,20.8824,2.1351,6826.6,22.0,calce_cs2,1.0434,-0.0040000000000000036,-0.0009399999999999853,7.1418,1.4599000000000002
CS2_35,97,1.0437,0.9385,3.6123,4.2,2.7504,0.3897,-0.5474,0.0,-0.56,0.25,22.4923,29.2103,21.0629,2.0663,6829.16,22.0,calce_cs2,1.0394,0.0042999999999999705,0.0001000000000000334,7.2103,1.4496000000000002
CS2_35,98,1.0358,0.9315,3.6255,4.2,2.744,0.3898,-0.5488,0.0,-0.56,0.25,22.5173,29.038,21.0866,2.1237,6770.8,22.0,calce_cs2,1.0437,-0.007900000000000018,-0.0015600000000000058,7.038,1.456
CS2_35,99,1.0364,0.932,3.6116,4.2,2.7446,0.3899,-0.552,0.0,-0.56,0.25,22.2321,29.1093,21.1508,2.0598,6797.97,22.0,calce_cs2,1.0358,0.0005999999999999339,-0.0011200000000000099,7.109300000000001,1.4554
CS2_35,100,1.0396,0.9349,3.6068,4.2,2.7442,0.39,-0.5394,0.0,-0.56,0.25,22.4589,29.0603,21.0358,2.1481,6824.54,22.0,calce_cs2,1.0364,0.0032000000000000917,-0.0007600000000000051,7.060300000000002,1.4558
CS2_35,101,1.04,0.9353,3.6141,4.2,2.7493,0.3901,-0.554,0.0,-0.56,0.25,22.3869,29.0692,20.7199,2.1095,6816.07,22.0,calce_cs2,1.0396,0.00039999999999995595,0.00011999999999998679,7.069199999999999,1.4507000000000003
CS2_35,102,1.039,0.9344,3.6117,4.2,2.7602,0.3902,-0.5535,0.0,-0.56,0.25,22.7256,29.1108,20.8509,2.0645,6802.71,22.0,calce_cs2,1.04,-0.001000000000000112,-0.0009400000000000297,7.110800000000001,1.4398
CS2_35,103,1.0317,0.9278,3.608,4.2,2.746,0.3903,-0.5528,0.0,-0.56,0.25,22.4597,29.0564,20.9506,2.1279,6767.63,22.0,calce_cs2,1.039,-0.007299999999999862,-0.0008199999999999985,7.0564,1.4540000000000002
CS2_35,104,1.0368,0.9323,3.6187,4.2,2.7448,0.3904,-0.5553,0.0,-0.56,0.25,22.2758,29.2245,20.952,2.1595,6772.13,22.0,calce_cs2,1.0317,0.005099999999999882,7.999999999999118e-05,7.224499999999999,1.4552
