cell_id,cycle,capacity,soh,voltage_mean,voltage_max,voltage_min,voltage_std,current_mean,current_max,current_min,current_std,temp_mean,temp_max,temp_min,temp_std,discharge_time,ambient_temperature,dataset,capacity_prev,capacity_delta,rolling_decay_rate,temp_rise,voltage_range
B0005,11,1.7986,0.9688,3.5087,4.1997,2.7055,0.4222,-1.9817,0.0,-2.0089,0.65,24.4717,35.9715,23.9404,3.4985,3220.8,24.0,nasa_pcoe,1.8044,-0.005800000000000027,-0.0048799999999999955,11.971499999999999,1.4942000000000002
B0005,12,1.7958,0.9673,3.5216,4.1996,2.7026,0.4224,-1.977,0.0,-2.0102,0.65,24.6247,36.4214,23.8752,3.5633,3223.35,24.0,nasa_pcoe,1.7986,-0.0027999999999999137,-0.004020000000000001,12.421399999999998,1.4970000000000003
B0005,13,1.7957,0.9673,3.5154,4.1996,2.6995,0.4226,-1.9792,0.0,-2.0125,0.65,24.9635,36.5669,23.8874,3.5007,3228.62,24.0,nasa_pcoe,1.7958,-9.999999999998899e-05,-0.0036399999999999987,12.566899999999997,1.5001000000000002
B0005,14,1.7842,0.9611,3.5099,4.1996,2.6996,0.4228,-1.9645,0.0,-2.0139,0.65,24.8017,36.421,23.6769,3.5182,3224.69,24.0,nasa_pcoe,1.7957,-0.011500000000000066,-0.004720000000000013,12.421,1.5
B0005,15,1.7824,0.9601,3.5056,4.1996,2.6973,0.423,-1.9681,0.0,-2.0035,0.65,24.7449,36.4146,23.9217,3.5181,3216.84,24.0,nasa_pcoe,1.7842,-0.0018000000000000238,-0.004400000000000004,12.4146,1.5023000000000004
B0005,16,1.7803,0.959,3.5021,4.1995,2.7141,0.4232,-1.9753,0.0,-2.016,0.65,24.9985,36.1289,23.8787,3.5927,3196.34,24.0,nasa_pcoe,1.7824,-0.0020999999999999908,-0.0036599999999999966,12.128900000000002,1.4853999999999994
B0005,17,1.7768,0.9571,3.5095,4.1995,2.7007,0.4234,-1.9785,0.0,-2.0168,0.65,24.8092,36.5323,23.776,3.5968,3203.57,24.0,nasa_pcoe,1.7803,-0.0035000000000000586,-0.0038000000000000256,12.5323,1.4987999999999997
B0005,18,1.7708,0.9538,3.5175,4.1995,2.7085,0.4236,-1.9886,0.0,-2.0154,0.65,25.0224,36.3446,23.8714,3.5379,3186.74,24.0,nasa_pcoe,1.7768,-0.006000000000000005,-0.004980000000000029,12.3446,1.4909999999999997
B0005,19,1.7707,0.9538,3.5069,4.1994,2.7109,0.4238,-1.9834,0.0,-2.0146,0.65,24.8981,36.564,23.8092,3.5504,3204.91,24.0,nasa_pcoe,1.7708,-9.999999999998899e-05,-0.0027000000000000136,12.564,1.4884999999999997
B0005,20,1.7641,0.9502,3.4964,4.1994,2.7077,0.424,-1.9744,0.0,-2.0046,0.65,25.1581,36.1792,23.7062,3.5412,3180.57,24.0,nasa_pcoe,1.7707,-0.006599999999999939,-0.0036599999999999966,12.179200000000002,1.4916999999999998
B0005,21,1.7708,0.9538,3.5056,4.1994,2.7134,0.4242,-1.9799,0.0,-2.0033,0.65,25.1732,36.534,23.8176,3.4078,3172.35,24.0,nasa_pcoe,1.7641,0.006699999999999928,-0.0019000000000000128,12.533999999999999,1.4859999999999998
B0005,22,1.755,0.9453,3.5008,4.1993,2.7181,0.4244,-1.9987,0.0,-2.0066,0.65,24.8081,36.4259,23.9089,3.5051,3148.17,24.0,nasa_pcoe,1.7708,-0.015800000000000036,-0.004360000000000008,12.425899999999999,1.4811999999999999
B0005,23,1.7661,0.9513,3.4931,4.1993,2.7188,0.4246,-1.9616,0.0,-2.0032,0.65,25.1993,36.556,23.8442,3.5838,3172.75,24.0,nasa_pcoe,1.755,0.01110000000000011,-0.0009399999999999853,12.555999999999997,1.4805000000000001
B0005,24,1.7467,0.9408,3.498,4.1993,2.7097,0.4248,-1.9713,0.0,-2.016,0.65,25.0498,36.4907,23.7347,3.6412,3148.02,24.0,nasa_pcoe,1.7661,-0.019400000000000084,-0.004800000000000004,12.490699999999997,1.4895999999999998
B0005,25,1.754,0.9448,3.5059,4.1993,2.7008,0.425,-1.9616,0.0,-2.0137,0.65,24.933,36.571,23.9872,3.4984,3147.87,24.0,nasa_pcoe,1.7467,0.007300000000000084,-0.0020199999999999997,12.570999999999998,1.4985
B0005,26,1.741,0.9378,3.4905,4.1992,2.7159,0.4252,-1.9943,0.0,-2.0122,0.65,25.1696,36.9394,23.6564,3.5931,3133.87,24.0,nasa_pcoe,1.754,-0.0129999999999999,-0.005959999999999965,12.9394,1.4833000000000003
B0005,27,1.7372,0.9358,3.4962,4.1992,2.7113,0.4254,-1.9787,0.0,-2.0195,0.65,25.3671,36.5609,24.0111,3.5549,3127.71,24.0,nasa_pcoe,1.741,-0.0038000000000000256,-0.0035599999999999634,12.560899999999997,1.4879000000000002
B0005,28,1.7354,0.9348,3.4919,4.1992,2.7073,0.4256,-1.9849,0.0,-2.0129,0.65,25.3274,36.7881,23.7307,3.572,3126.78,24.0,nasa_pcoe,1.7372,-0.0018000000000000238,-0.00613999999999999,12.7881,1.4919000000000002
B0005,29,1.7211,0.9271,3.4985,4.1991,2.7114,0.4258,-1.9871,0.0,-2.0189,0.65,25.0419,36.6156,23.9162,3.6242,3093.65,24.0,nasa_pcoe,1.7354,-0.01429999999999998,-0.005119999999999969,12.6156,1.4876999999999998
B0005,30,1.7208,0.9269,3.4933,4.1991,2.7123,0.426,-1.9831,0.0,-2.0084,0.65,25.2305,36.8015,23.8595,3.4345,3118.38,24.0,nasa_pcoe,1.7211,-0.00029999999999996696,-0.006639999999999979,12.801499999999997,1.4867999999999997
B0005,31,1.7275,0.9305,3.4863,4.1991,2.7131,0.4262,-1.9733,0.0,-2.0135,0.65,25.2737,36.3969,23.977,3.4753,3117.62,24.0,nasa_pcoe,1.7208,0.006699999999999928,-0.0027000000000000136,12.396900000000002,1.4859999999999998
B0005,32,1.7217,0.9274,3.4886,4.199,2.7054,0.4264,-1.9776,0.0,-2.0088,0.65,25.224,36.7534,23.8232,3.3842,3084.94,24.0,nasa_pcoe,1.7275,-0.005800000000000027,-0.0031000000000000138,12.7534,1.4935999999999998
B0005,33,1.7048,0.9183,3.4973,4.199,2.6996,0.4266,-1.9643,0.0,-2.0115,0.65,25.3243,36.7439,23.7952,3.6017,3076.28,24.0,nasa_pcoe,1.7217,-0.016899999999999915,-0.006119999999999992,12.743899999999996,1.4993999999999996
B0005,34,1.7132,0.9228,3.4917,4.199,2.7136,0.4268,-1.984,0.0,-2.0089,0.65,25.3519,36.9326,23.7227,3.502,3088.69,24.0,nasa_pcoe,1.7048,0.008399999999999963,-0.0015800000000000037,12.9326,1.4853999999999998
B0005,35,1.7088,0.9204,3.498,4.199,2.7164,0.427,-1.9618,0.0,-2.0106,0.65,25.5214,36.6553,23.8784,3.4874,3062.23,24.0,nasa_pcoe,1.7132,-0.0043999999999999595,-0.002400000000000002,12.655299999999997,1.4825999999999997
B0005,36,1.7044,0.9181,3.4886,4.1989,2.7124,0.4272,-1.9612,0.0,-2.0052,0.65,25.3135,36.7989,23.8492,3.3944,3086.16,24.0,nasa_pcoe,1.7088,-0.0044000000000001815,-0.004620000000000024,12.798900000000003,1.4865
B0005,37,1.7075,0.9197,3.4856,4.1989,2.7125,0.4274,-1.991,0.0,-2.0083,0.65,25.412,37.0664,23.8279,3.3038,3064.49,24.0,nasa_pcoe,1.7044,0.0031000000000001027,-0.002839999999999998,13.066400000000002,1.4864000000000002
B0005,38,1.6999,0.9156,3.4863,4.1989,2.7091,0.4276,-1.9738,0.0,-2.0153,0.65,25.4286,37.0681,23.8514,3.5569,3048.5,24.0,nasa_pcoe,1.7075,-0.007600000000000051,-0.0009800000000000253,13.068100000000001,1.4898000000000002
B0005,39,1.694,0.9125,3.4837,4.1988,2.7128,0.4278,-1.9595,0.0,-2.0094,0.65,25.7077,37.1108,23.9153,3.5821,3050.84,24.0,nasa_pcoe,1.6999,-0.005900000000000016,-0.0038400000000000213,13.110799999999998,1.4860000000000002
B0005,40,1.6951,0.913,3.4911,4.1988,2.7071,0.428,-1.9731,0.0,-2.0047,0.65,25.2362,36.8729,23.5961,3.4784,3058.27,24.0,nasa_pcoe,1.694,0.001100000000000101,-0.002740000000000009,12.872900000000001,1.4917000000000002
B0005,41,1.6883,0.9094,3.4901,4.1988,2.7171,0.4282,-1.9767,0.0,-2.0101,0.65,25.6445,37.086,23.6335,3.4995,3042.99,24.0,nasa_pcoe,1.6951,-0.006800000000000139,-0.0032200000000000006,13.085999999999999,1.4817000000000005
B0005,42,1.6825,0.9063,3.4858,4.1988,2.7143,0.4284,-1.9894,0.0,-2.0126,0.65,25.3911,37.1625,23.8955,3.4211,3033.6,24.0,nasa_pcoe,1.6883,-0.005799999999999805,-0.004999999999999982,13.162500000000001,1.4845000000000002
B0005,43,1.6807,0.9053,3.4788,4.1987,2.7056,0.4286,-1.9819,0.0,-2.0097,0.65,25.2326,37.1873,23.8042,3.5412,3037.28,24.0,nasa_pcoe,1.6825,-0.0018000000000000238,-0.0038399999999999767,13.1873,1.4930999999999996
B0005,44,1.6795,0.9047,3.4796,4.1987,2.7162,0.4288,-1.9724,0.0,-2.0127,0.65,25.5136,37.1855,23.5698,3.3788,3036.76,24.0,nasa_pcoe,1.6807,-0.0012000000000000899,-0.0028999999999999916,13.185499999999998,1.4824999999999995
B0005,45,1.6791,0.9044,3.4749,4.1987,2.7135,0.429,-1.9703,0.0,-2.0149,0.65,25.6369,37.578,23.5543,3.4352,3013.34,24.0,nasa_pcoe,1.6795,-0.00039999999999995595,-0.0032000000000000028,13.578000000000003,1.4851999999999999
B0005,46,1.6713,0.9003,3.4735,4.1986,2.7221,0.4292,-1.9712,0.0,-2.01,0.65,25.872,37.3214,23.7139,3.6218,3013.79,24.0,nasa_pcoe,1.6791,-0.007800000000000029,-0.0033999999999999807,13.321399999999997,1.4764999999999997
B0005,47,1.6689,0.8989,3.4747,4.1986,2.721,0.4294,-1.9931,0.0,-2.0196,0.65,25.8162,37.3442,23.8127,3.4711,3001.55,24.0,nasa_pcoe,1.6713,-0.0023999999999999577,-0.0027200000000000115,13.3442,1.4775999999999998
B0005,48,1.6648,0.8967,3.4747,4.1986,2.7113,0.4296,-1.9886,0.0,-2.0098,0.65,25.5754,37.4255,23.795,3.4809,2987.59,24.0,nasa_pcoe,1.6689,-0.0040999999999999925,-0.003180000000000005,13.4255,1.4872999999999998
B0005,49,1.6523,0.89,3.4776,4.1985,2.711,0.4298,-1.9853,0.0,-2.0074,0.65,25.7561,37.8128,23.962,3.5746,2966.6,24.0,nasa_pcoe,1.6648,-0.012499999999999956,-0.005439999999999978,13.812800000000003,1.4875000000000003
B0005,50,1.658,0.8931,3.4663,4.1985,2.7067,0.43,-1.9795,0.0,-2.0087,0.65,25.6144,37.5646,23.6338,3.4947,2972.33,24.0,nasa_pcoe,1.6523,0.005699999999999816,-0.004220000000000024,13.564599999999999,1.4918
B0005,51,1.6567,0.8924,3.4724,4.1985,2.7122,0.4302,-1.9724,0.0,-2.0045,0.65,25.8907,37.325,24.0434,3.3584,2971.65,24.0,nasa_pcoe,1.658,-0.0012999999999998568,-0.0029199999999999894,13.325000000000003,1.4863
B0005,52,1.6478,0.8876,3.4706,4.1985,2.7159,0.4304,-1.9816,0.0,-2.0042,0.65,25.8382,37.5699,23.7588,3.461,2961.63,24.0,nasa_pcoe,1.6567,-0.00890000000000013,-0.004220000000000024,13.569899999999997,1.4826000000000001
B0005,53,1.6523,0.89,3.4779,4.1984,2.7047,0.4306,-1.9764,0.0,-2.0114,0.65,25.9671,37.4851,23.9301,3.4459,2951.91,24.0,nasa_pcoe,1.6478,0.0045000000000001705,-0.002499999999999991,13.485100000000003,1.4937000000000005
B0005,54,1.6476,0.8875,3.4802,4.1984,2.7177,0.4308,-1.9822,0.0,-2.0059,0.65,25.5183,37.615,23.8771,3.3817,2977.09,24.0,nasa_pcoe,1.6523,-0.0047000000000001485,-0.0009400000000000297,13.615000000000002,1.4807000000000006
B0005,55,1.6459,0.8866,3.4771,4.1984,2.7212,0.431,-1.9792,0.0,-2.0124,0.65,25.9356,37.3823,23.7183,3.6208,2966.62,24.0,nasa_pcoe,1.6476,-0.0017000000000000348,-0.00242,13.3823,1.4772000000000003
B0005,56,1.6525,0.8901,3.4674,4.1983,2.7153,0.4312,-1.9898,0.0,-2.0122,0.65,25.9566,37.7847,23.7078,3.5696,2988.06,24.0,nasa_pcoe,1.6459,0.006600000000000161,-0.0008399999999999963,13.7847,1.4829999999999997
B0005,57,1.6439,0.8855,3.4705,4.1983,2.7117,0.4314,-1.9851,0.0,-2.0091,0.65,26.0503,37.4879,23.5675,3.5144,2985.38,24.0,nasa_pcoe,1.6525,-0.008600000000000163,-0.0007800000000000029,13.487900000000003,1.4865999999999997
B0005,58,1.6352,0.8808,3.4718,4.1983,2.7197,0.4316,-1.9778,0.0,-2.014,0.65,26.0207,38.0752,23.9345,3.6275,2938.33,24.0,nasa_pcoe,1.6439,-0.00869999999999993,-0.003420000000000023,14.075200000000002,1.4785999999999997
B0005,59,1.6432,0.8851,3.4712,4.1982,2.7303,0.4318,-1.9748,0.0,-2.0129,0.65,25.955,37.9457,23.7417,3.5682,2934.56,24.0,nasa_pcoe,1.6352,0.008000000000000007,-0.0008799999999999919,13.945700000000002,1.4678999999999998
B0005,60,1.6348,0.8806,3.46,4.1982,2.7162,0.432,-1.9633,0.0,-2.0113,0.65,25.7745,37.7151,23.7727,3.2842,2942.17,24.0,nasa_pcoe,1.6432,-0.008399999999999963,-0.0022199999999999776,13.7151,1.4819999999999998
B0005,61,1.636,0.8812,3.4563,4.1982,2.7131,0.4322,-1.9748,0.0,-2.014,0.65,26.0003,37.7972,23.8158,3.4458,2946.26,24.0,nasa_pcoe,1.6348,0.0011999999999998678,-0.0033000000000000364,13.797199999999997,1.4851
B0005,62,1.6265,0.8761,3.4639,4.1982,2.7156,0.4324,-1.9855,0.0,-2.0102,0.65,25.9685,37.6872,23.8106,3.4796,2942.74,24.0,nasa_pcoe,1.636,-0.009499999999999842,-0.003479999999999972,13.687199999999997,1.4826000000000001
B0005,63,1.6131,0.8689,3.4575,4.1981,2.7129,0.4326,-1.978,0.0,-2.0086,0.65,26.0368,37.8325,23.8528,3.5667,2890.38,24.0,nasa_pcoe,1.6265,-0.013400000000000079,-0.004420000000000002,13.832500000000003,1.4852000000000003
B0005,64,1.6191,0.8721,3.4692,4.1981,2.7227,0.4328,-1.9913,0.0,-2.0126,0.65,26.1734,37.6508,23.8713,3.4808,2910.63,24.0,nasa_pcoe,1.6131,0.006000000000000005,-0.004820000000000002,13.650799999999997,1.4754
B0005,65,1.6057,0.8649,3.4632,4.1981,2.7276,0.433,-1.9901,0.0,-2.0133,0.65,25.9844,37.594,23.9765,3.4007,2882.03,24.0,nasa_pcoe,1.6191,-0.013400000000000079,-0.005820000000000025,13.594000000000001,1.4705000000000004
B0005,66,1.6055,0.8648,3.4641,4.198,2.7132,0.4332,-1.9625,0.0,-2.0204,0.65,26.4045,38.0029,23.7903,3.4564,2893.86,24.0,nasa_pcoe,1.6057,-0.00019999999999997797,-0.006099999999999994,14.002899999999997,1.4848000000000003
B0005,67,1.5981,0.8608,3.46,4.198,2.7183,0.4334,-1.9665,0.0,-1.9992,0.65,26.2758,37.8689,23.7582,3.3969,2877.56,24.0,nasa_pcoe,1.6055,-0.007399999999999851,-0.005679999999999996,13.868899999999996,1.4797000000000002
B0005,68,1.6046,0.8643,3.4544,4.198,2.7223,0.4336,-1.997,0.0,-2.0049,0.65,26.2709,38.0774,23.8983,3.6332,2898.49,24.0,nasa_pcoe,1.5981,0.00649999999999995,-0.0016999999999999904,14.077399999999997,1.4757000000000002
B0005,69,1.6005,0.8621,3.4624,4.1979,2.7225,0.4338,-2.0037,0.0,-2.0117,0.65,26.2548,37.7721,23.8581,3.3781,2872.97,24.0,nasa_pcoe,1.6046,-0.0040999999999999925,-0.00371999999999999,13.772100000000002,1.4753999999999996
B0005,70,1.595,0.8592,3.4628,4.1979,2.7161,0.434,-1.9537,0.0,-2.0075,0.65,26.2777,37.92,23.87,3.4539,2872.31,24.0,nasa_pcoe,1.6005,-0.00550000000000006,-0.0021399999999999865,13.920000000000002,1.4817999999999998
B0005,71,1.5899,0.8564,3.4615,4.1979,2.7194,0.4342,-1.9776,0.0,-2.0091,0.65,26.2248,38.5194,23.7953,3.3754,2857.78,24.0,nasa_pcoe,1.595,-0.005099999999999882,-0.0031199999999999674,14.519399999999997,1.4785
B0005,72,1.5946,0.8589,3.4606,4.1979,2.7245,0.4344,-1.9957,0.0,-2.0136,0.65,26.2629,38.1423,23.8621,3.5142,2856.99,24.0,nasa_pcoe,1.5899,0.0046999999999999265,-0.0007000000000000117,14.142299999999999,1.4733999999999998
B0005,73,1.5962,0.8598,3.4579,4.1978,2.7282,0.4346,-1.9694,0.0,-2.0123,0.65,26.4199,37.8846,23.7942,3.5655,2874.57,24.0,nasa_pcoe,1.5946,0.0016000000000000458,-0.0016799999999999927,13.884599999999999,1.4695999999999998
B0005,74,1.5827,0.8525,3.4592,4.1978,2.7218,0.4348,-1.9732,0.0,-2.0099,0.65,26.3545,38.4103,23.7484,3.5077,2844.2,24.0,nasa_pcoe,1.5962,-0.013500000000000068,-0.0035600000000000076,14.4103,1.476
B0005,75,1.5798,0.851,3.4594,4.1978,2.721,0.435,-1.9787,0.0,-2.0079,0.65,26.0855,38.1252,23.9044,3.5694,2846.47,24.0,nasa_pcoe,1.5827,-0.0028999999999999027,-0.003039999999999976,14.1252,1.4768
B0005,76,1.5802,0.8512,3.4575,4.1977,2.72,0.4352,-1.9659,0.0,-1.9985,0.65,26.3456,38.199,23.9453,3.6264,2839.11,24.0,nasa_pcoe,1.5798,0.00039999999999995595,-0.0019400000000000083,14.198999999999998,1.4777
B0005,77,1.5761,0.8489,3.4472,4.1977,2.7179,0.4354,-1.9905,0.0,-2.0197,0.65,26.2439,38.1067,23.8683,3.4867,2828.65,24.0,nasa_pcoe,1.5802,-0.0040999999999999925,-0.0036999999999999924,14.106699999999996,1.4798
B0005,78,1.5838,0.8531,3.4537,4.1977,2.7176,0.4356,-1.9762,0.0,-2.0092,0.65,26.5239,38.4114,24.0455,3.449,2845.47,24.0,nasa_pcoe,1.5761,0.00770000000000004,-0.0024799999999999935,14.4114,1.4801000000000002
B0005,79,1.5727,0.8471,3.4463,4.1976,2.721,0.4358,-1.9817,0.0,-2.0119,0.65,26.299,38.5455,23.9049,3.5275,2827.07,24.0,nasa_pcoe,1.5838,-0.01110000000000011,-0.0020000000000000018,14.545499999999997,1.4766000000000004
B0005,80,1.5687,0.845,3.441,4.1976,2.7315,0.436,-1.962,0.0,-2.0131,0.65,26.4418,38.4762,23.8334,3.5527,2843.71,24.0,nasa_pcoe,1.5727,-0.0040000000000000036,-0.002220000000000022,14.476199999999999,1.4661000000000004
B0005,81,1.5599,0.8402,3.4414,4.1976,2.7285,0.4362,-1.9895,0.0,-2.0142,0.65,26.5238,38.5907,23.6939,3.2215,2799.05,24.0,nasa_pcoe,1.5687,-0.008799999999999919,-0.004059999999999997,14.590699999999998,1.4691000000000005
B0005,82,1.5607,0.8407,3.452,4.1976,2.7278,0.4364,-1.9615,0.0,-2.0071,0.65,26.4961,38.6027,23.9109,3.5656,2814.32,24.0,nasa_pcoe,1.5599,0.0007999999999999119,-0.003080000000000016,14.602699999999999,1.4698000000000007
B0005,83,1.5538,0.837,3.4536,4.1975,2.7215,0.4366,-1.9752,0.0,-2.0119,0.65,26.45,38.3794,23.8495,3.5335,2800.92,24.0,nasa_pcoe,1.5607,-0.006899999999999906,-0.006000000000000005,14.379399999999997,1.476
B0005,84,1.5569,0.8386,3.4452,4.1975,2.7182,0.4368,-1.9725,0.0,-2.0068,0.65,26.9245,38.4884,23.8219,3.52,2818.12,24.0,nasa_pcoe,1.5538,0.0030999999999998806,-0.0031600000000000074,14.488399999999999,1.4792999999999998
B0005,85,1.545,0.8322,3.4369,4.1975,2.7262,0.437,-1.9759,0.0,-2.0109,0.65,26.5643,38.5101,23.8175,3.3552,2790.72,24.0,nasa_pcoe,1.5569,-0.011900000000000022,-0.004740000000000011,14.510100000000001,1.4712999999999998
B0005,86,1.5488,0.8342,3.4451,4.1974,2.7334,0.4372,-1.9807,0.0,-2.0128,0.65,26.9322,38.3259,23.5801,3.5352,2782.75,24.0,nasa_pcoe,1.545,0.0038000000000000256,-0.002220000000000022,14.325899999999997,1.464
B0005,87,1.541,0.8301,3.4489,4.1974,2.7248,0.4374,-1.9915,0.0,-2.0106,0.65,26.77,38.4028,23.966,3.5718,2771.76,24.0,nasa_pcoe,1.5488,-0.007800000000000029,-0.00394000000000001,14.4028,1.4726
B0005,88,1.5409,0.83,3.4486,4.1974,2.7258,0.4376,-1.9688,0.0,-2.0083,0.65,26.7685,38.7949,23.8448,3.5514,2786.84,24.0,nasa_pcoe,1.541,-9.999999999998899e-05,-0.0025800000000000267,14.794899999999998,1.4716
B0005,89,1.5455,0.8325,3.443,4.1974,2.7213,0.4378,-1.9805,0.0,-2.0081,0.65,26.6114,38.442,23.7684,3.4407,2781.68,24.0,nasa_pcoe,1.5409,0.0046000000000001595,-0.002279999999999971,14.442,1.4761000000000002
B0005,90,1.5413,0.8302,3.4364,4.1973,2.7246,0.438,-1.9989,0.0,-2.0123,0.65,26.3864,38.4296,23.876,3.5629,2778.66,24.0,nasa_pcoe,1.5455,-0.004200000000000204,-0.0007400000000000074,14.4296,1.4727000000000001
B0005,91,1.5409,0.83,3.4359,4.1973,2.7258,0.4382,-1.984,0.0,-1.998,0.65,26.7716,38.8841,23.9782,3.4299,2773.99,24.0,nasa_pcoe,1.5413,-0.00039999999999995595,-0.0015800000000000037,14.884099999999997,1.4715000000000003
B0005,92,1.53,0.8241,3.4365,4.1973,2.7364,0.4384,-1.9736,0.0,-2.0129,0.65,26.8859,39.0918,23.8925,3.5048,2747.58,24.0,nasa_pcoe,1.5409,-0.01089999999999991,-0.0021999999999999797,15.0918,1.4609
B0005,93,1.5422,0.8307,3.4404,4.1972,2.7248,0.4386,-1.9691,0.0,-2.0094,0.65,26.9675,38.8051,23.9317,3.5321,2797.8,24.0,nasa_pcoe,1.53,0.012199999999999989,0.00026000000000001575,14.805100000000003,1.4723999999999995
B0005,94,1.5373,0.8281,3.4337,4.1972,2.7264,0.4388,-1.9758,0.0,-2.0074,0.65,26.7639,38.8725,24.0142,3.6382,2771.47,24.0,nasa_pcoe,1.5422,-0.004899999999999904,-0.001639999999999997,14.872500000000002,1.4707999999999997
B0005,95,1.521,0.8193,3.438,4.1972,2.7258,0.439,-1.9779,0.0,-2.0045,0.65,26.8584,39.0967,23.8873,3.3509,2728.83,24.0,nasa_pcoe,1.5373,-0.016300000000000203,-0.004059999999999997,15.096699999999998,1.4713999999999996
B0005,96,1.5222,0.8199,3.4395,4.1971,2.737,0.4392,-1.9846,0.0,-2.0046,0.65,26.8942,38.9083,23.8884,3.5522,2724.23,24.0,nasa_pcoe,1.521,0.0012000000000000899,-0.0037399999999999877,14.908299999999997,1.4600999999999997
B0005,97,1.5271,0.8226,3.4271,4.1971,2.7358,0.4394,-1.9722,0.0,-2.008,0.65,26.8222,39.0404,23.7709,3.368,2748.34,24.0,nasa_pcoe,1.5222,0.004899999999999904,-0.0005800000000000249,15.040399999999998,1.4613
B0005,98,1.5212,0.8194,3.4183,4.1971,2.7349,0.4396,-1.9974,0.0,-2.0118,0.65,26.782,38.7494,23.9161,3.4626,2741.64,24.0,nasa_pcoe,1.5271,-0.005899999999999794,-0.0041999999999999815,14.749400000000001,1.4621999999999997
B0005,99,1.5072,0.8119,3.4302,4.1971,2.719,0.4398,-1.9775,0.0,-2.0113,0.65,27.1601,39.1709,23.6608,3.4329,2718.19,24.0,nasa_pcoe,1.5212,-0.014000000000000012,-0.006020000000000003,15.170900000000003,1.4781
B0005,100,1.5092,0.8129,3.4411,4.197,2.7317,0.44,-1.9757,0.0,-2.0048,0.65,27.0358,39.022,23.7804,3.4943,2716.15,24.0,nasa_pcoe,1.5072,0.0020000000000000018,-0.002359999999999962,15.021999999999998,1.4653
B0005,101,1.5069,0.8117,3.4246,4.197,2.7291,0.4402,-1.9755,0.0,-2.0129,0.65,27.0264,39.1344,23.8453,3.4893,2723.3,24.0,nasa_pcoe,1.5092,-0.0023000000000001908,-0.0030600000000000184,15.1344,1.4679000000000002
B0005,102,1.5107,0.8138,3.4282,4.197,2.7359,0.4404,-1.9904,0.0,-2.0069,0.65,26.892,39.0145,23.9914,3.4847,2721.51,24.0,nasa_pcoe,1.5069,0.0038000000000000256,-0.003279999999999994,15.014499999999998,1.4611
B0005,103,1.4896,0.8024,3.4381,4.1969,2.7355,0.4406,-1.9769,0.0,-2.0122,0.65,27.0851,39.2115,23.8449,3.4139,2687.95,24.0,nasa_pcoe,1.5107,-0.021099999999999897,-0.006320000000000015,15.211500000000001,1.4614000000000003
