cell_id,cycle,capacity,soh,voltage_mean,voltage_max,voltage_min,voltage_std,current_mean,current_max,current_min,current_std,temp_mean,temp_max,temp_min,temp_std,discharge_time,ambient_temperature
CS2_38,25,1.0267,0.9778,3.6398,4.2,2.7495,0.3825,-0.5453,0.0,-0.56,0.25,21.9177,28.9536,20.8696,2.0929,6718.07,22.0
CS2_38,26,1.0277,0.9787,3.6444,4.2,2.7488,0.3826,-0.5511,0.0,-0.56,0.25,22.1219,28.5652,20.884,2.0569,6740.68,22.0
CS2_38,27,1.029,0.98,3.6317,4.2,2.7498,0.3827,-0.5525,0.0,-0.56,0.25,22.2853,28.7773,21.0292,2.0305,6754.29,22.0
CS2_38,28,1.0282,0.9792,3.6312,4.2,2.7505,0.3828,-0.5512,0.0,-0.56,0.25,22.0187,28.6866,21.0167,2.1978,6751.91,22.0
CS2_38,29,1.0284,0.9795,3.6367,4.2,2.7442,0.3829,-0.5384,0.0,-0.56,0.25,22.151,28.5586,21.0836,2.0796,6738.96,22.0
CS2_38,30,1.0269,0.978,3.6355,4.2,2.747,0.383,-0.5517,0.0,-0.56,0.25,22.2389,28.3938,20.9401,2.113,6726.89,22.0
CS2_38,31,1.023,0.9743,3.6381,4.2,2.751,0.3831,-0.546,0.0,-0.56,0.25,22.1372,28.5655,21.0585,2.231,6687.95,22.0
CS2_38,32,1.025,0.9762,3.6415,4.2,2.7439,0.3832,-0.5535,0.0,-0.56,0.25,22.4561,28.7588,21.1039,2.1562,6733.08,22.0
CS2_38,33,1.0212,0.9726,3.6292,4.2,2.7518,0.3833,-0.5506,0.0,-0.56,0.25,22.226,28.908,20.99,2.1117,6693.84,22.0
CS2_38,34,1.0237,0.975,3.638,4.2,2.7415,0.3834,-0.5533,0.0,-0.56,0.25,22.2718,28.4759,20.9717,2.1471,6695.19,22.0
CS2_38,35,1.0206,0.972,3.638,4.2,2.7519,0.3835,-0.5523,0.0,-0.56,0.25,22.1966,28.7342,21.035,2.1303,6702.25,22.0
CS2_38,36,1.0216,0.973,3.6391,4.2,2.7519,0.3836,-0.5494,0.0,-0.56,0.25,22.2183,28.7515,21.0895,2.1054,6711.23,22.0
CS2_38,37,1.0241,0.9753,3.6384,4.2,2.7455,0.3837,-0.549,0.0,-0.56,0.25,22.2067,29.0484,20.9226,2.0642,6689.09,22.0
CS2_38,38,1.0274,0.9785,3.6458,4.2,2.751,0.3838,-0.5548,0.0,-0.56,0.25,22.1032,28.5666,21.1241,2.2125,6727.63,22.0
CS2_38,39,1.0178,0.9693,3.6316,4.2,2.7562,0.3839,-0.5357,0.0,-0.56,0.25,22.248,28.7948,21.0401,2.0941,6652.46,22.0
CS2_38,40,1.02,0.9715,3.6377,4.2,2.7502,0.384,-0.5508,0.0,-0.56,0.25,22.3325,28.7227,20.9295,2.1123,6679.74,22.0
CS2_38,41,1.0159,0.9675,3.6348,4.2,2.7505,0.3841,-0.5514,0.0,-0.56,0.25,22.2694,29.017,20.922,2.1485,6653.05,22.0
CS2_38,42,1.0218,0.9731,3.6299,4.2,2.755,0.3842,-0.5451,0.0,-0.56,0.25,22.0859,29.0104,21.0002,2.0253,6675.34,22.0
CS2_38,43,1.0178,0.9693,3.6291,4.2,2.7552,0.3843,-0.5505,0.0,-0.56,0.25,22.2304,28.9408,21.0753,2.0827,6645.3,22.0
CS2_38,44,1.0173,0.9688,3.6338,4.2,2.7549,0.3844,-0.5532,0.0,-0.56,0.25,22.1847,28.7987,21.016,2.0408,6636.96,22.0
CS2_38,45,1.0167,0.9683,3.6295,4.2,2.7554,0.3845,-0.5466,0.0,-0.56,0.25,22.1042,28.9902,21.0065,2.1163,6643.82,22.0
CS2_38,46,1.0168,0.9684,3.6253,4.2,2.7547,0.3846,-0.5499,0.0,-0.56,0.25,22.0271,28.9291,21.0872,2.0463,6654.38,22.0
CS2_38,47,1.0137,0.9654,3.6369,4.2,2.746,0.3847,-0.5515,0.0,-0.56,0.25,22.2865,28.9859,20.9989,2.0446,6620.4,22.0
CS2_38,48,1.0113,0.9631,3.6381,4.2,2.7532,0.3848,-0.5474,0.0,-0.56,0.25,22.2441,28.8301,21.1435,2.0895,6571.96,22.0
CS2_38,49,1.0144,0.9661,3.6323,4.2,2.7484,0.3849,-0.5431,0.0,-0.56,0.25,22.183,28.9006,21.0206,2.1318,6629.36,22.0
CS2_38,50,1.0194,0.9709,3.6242,4.2,2.7502,0.385,-0.5431,0.0,-0.56,0.25,22.4225,28.757,20.9794,2.1428,6658.68,22.0
CS2_38,51,1.0174,0.9689,3.6317,4.2,2.7431,0.3851,-0.5539,0.0,-0.56,0.25,22.1785,28.7681,20.9601,2.1744,6671.59,22.0
CS2_38,52,1.0114,0.9632,3.6371,4.2,2.7606,0.3852,-0.5498,0.0,-0.56,0.25,22.3794,29.019,20.9554,2.1082,6608.77,22.0
CS2_38,53,1.0102,0.9621,3.6208,4.2,2.7466,0.3853,-0.5476,0.0,-0.56,0.25,22.1501,28.9697,20.9046,2.2094,6625.02,22.0
CS2_38,54,1.0103,0.9622,3.6288,4.2,2.7484,0.3854,-0.5533,0.0,-0.56,0.25,22.3198,29.0338,21.0151,2.1081,6626.37,22.0
CS2_38,55,1.0083,0.9603,3.6148,4.2,2.7488,0.3855,-0.5531,0.0,-0.56,0.25,22.2341,28.7855,21.0712,2.1217,6587.44,22.0
CS2_38,56,1.0068,0.9589,3.6125,4.2,2.7502,0.3856,-0.5475,0.0,-0.56,0.25,22.3709,29.0724,21.0101,2.1569,6587.17,22.0
CS2_38,57,1.0115,0.9633,3.6269,4.2,2.7426,0.3857,-0.5495,0.0,-0.56,0.25,22.2285,28.8641,20.8846,2.0825,6617.91,22.0
CS2_38,58,1.0128,0.9646,3.6255,4.2,2.7435,0.3858,-0.5469,0.0,-0.56,0.25,22.1714,28.9906,21.0482,2.099,6637.12,22.0
CS2_38,59,1.0087,0.9607,3.6127,4.2,2.7491,0.3859,-0.5545,0.0,-0.56,0.25,22.133,29.287,20.9394,2.2022,6576.65,22.0
CS2_38,60,1.0046,0.9568,3.6164,4.2,2.752,0.386,-0.5516,0.0,-0.56,0.25,22.4254,28.8691,20.9838,2.0842,6584.11,22.0
CS2_38,61,1.0079,0.9599,3.6299,4.2,2.7523,0.3861,-0.5506,0.0,-0.56,0.25,22.3944,28.9127,21.0601,2.0993,6626.85,22.0
CS2_38,62,1.0074,0.9594,3.627,4.2,2.7548,0.3862,-0.5458,0.0,-0.56,0.25,22.2762,29.0086,21.0218,2.1466,6600.14,22.0
CS2_38,63,1.0054,0.9575,3.6336,4.2,2.7481,0.3863,-0.545,0.0,-0.56,0.25,22.2584,28.6322,21.0033,2.0228,6578.29,22.0
CS2_38,64,1.0053,0.9575,3.6247,4.2,2.752,0.3864,-0.5453,0.0,-0.56,0.25,22.1862,28.9311,21.0851,2.1534,6584.85,22.0
CS2_38,65,1.003,0.9553,3.6306,4.2,2.7517,0.3865,-0.5482,0.0,-0.56,0.25,22.2418,28.7538,20.8747,2.0135,6558.9,22.0
CS2_38,66,1.0035,0.9557,3.6305,4.2,2.7481,0.3866,-0.56,0.0,-0.56,0.25,22.3788,29.1538,20.9812,2.0824,6560.5,22.0
CS2_38,67,1.0006,0.953,3.6185,4.2,2.7493,0.3867,-0.5522,0.0,-0.56,0.25,22.3045,29.0713,21.0364,2.0569,6550.27,22.0
CS2_38,68,0.999,0.9515,3.6211,4.2,2.7463,0.3868,-0.5533,0.0,-0.56,0.25,22.249,29.0662,20.9434,2.1922,6539.28,22.0
CS2_38,69,1.0033,0.9555,3.6193,4.2,2.7509,0.3869,-0.5484,0.0,-0.56,0.25,22.3594,29.0425,20.8589,2.1398,6555.66,22.0
CS2_38,70,0.996,0.9486,3.6266,4.2,2.7501,0.387,-0.5443,0.0,-0.56,0.25,22.344,28.7322,20.9808,2.0649,6528.63,22.0
CS2_38,71,0.9975,0.95,3.6206,4.2,2.7552,0.3871,-0.5498,0.0,-0.56,0.25,22.3965,29.0819,21.0346,2.0898,6522.77,22.0
CS2_38,72,0.9995,0.9519,3.6293,4.2,2.7608,0.3872,-0.5664,0.0,-0.56,0.25,22.2572,28.9906,20.8657,2.13,6547.33,22.0
CS2_38,73,1.0004,0.9528,3.6153,4.2,2.7503,0.3873,-0.5483,0.0,-0.56,0.25,22.2356,28.7535,21.0321,2.1098,6560.9,22.0
CS2_38,74,0.9977,0.9502,3.6196,4.2,2.7423,0.3874,-0.5523,0.0,-0.56,0.25,22.4645,28.9679,21.0205,2.0991,6521.07,22.0
CS2_38,75,1.0,0.9524,3.6129,4.2,2.7442,0.3875,-0.5661,0.0,-0.56,0.25,22.1502,28.9183,21.0406,2.1545,6558.92,22.0
CS2_38,76,0.9976,0.9501,3.6154,4.2,2.7459,0.3876,-0.5493,0.0,-0.56,0.25,22.3903,29.1894,21.0671,2.1131,6537.85,22.0
CS2_38,77,0.9946,0.9473,3.6211,4.2,2.751,0.3877,-0.5435,0.0,-0.56,0.25,22.3547,29.0294,20.9327,1.9825,6509.23,22.0
CS2_38,78,0.9977,0.9502,3.6272,4.2,2.7518,0.3878,-0.5539,0.0,-0.56,0.25,22.2309,28.875,20.8939,2.0849,6521.87,22.0
CS2_38,79,0.9928,0.9456,3.6224,4.2,2.7424,0.3879,-0.5578,0.0,-0.56,0.25,22.3127,28.9575,20.8929,2.0361,6495.52,22.0
CS2_38,80,0.9938,0.9465,3.6116,4.2,2.7582,0.388,-0.5537,0.0,-0.56,0.25,22.5689,29.1434,20.9354,2.1017,6516.7,22.0
CS2_38,81,0.9931,0.9458,3.624,4.2,2.7478,0.3881,-0.5511,0.0,-0.56,0.25,22.3333,29.0994,21.0302,2.0848,6529.03,22.0
CS2_38,82,0.9926,0.9453,3.6176,4.2,2.744,0.3882,-0.5515,0.0,-0.56,0.25,22.377,29.0003,21.0645,2.1239,6500.37,22.0
CS2_38,83,0.9948,0.9474,3.6167,4.2,2.7463,0.3883,-0.5406,0.0,-0.56,0.25,22.2994,29.3711,20.9446,2.0935,6508.31,22.0
CS2_38,84,0.9894,0.9423,3.6261,4.2,2.7473,0.3884,-0.5531,0.0,-0.56,0.25,22.6374,29.3522,21.0392,2.0135,6470.16,22.0
CS2_38,85,0.992,0.9448,3.6168,4.2,2.7353,0.3885,-0.5523,0.0,-0.56,0.25,22.3868,28.9947,21.039,2.1694,6482.6,22.0
CS2_38,86,0.9896,0.9424,3.6202,4.2,2.7527,0.3886,-0.5488,0.0,-0.56,0.25,22.437,28.8236,21.0329,1.9433,6464.98,22.0
CS2_38,87,0.9878,0.9408,3.6116,4.2,2.7476,0.3887,-0.5453,0.0,-0.56,0.25,22.4073,29.2153,21.0758,2.093,6461.82,22.0
CS2_38,88,0.9867,0.9397,3.6051,4.2,2.7425,0.3888,-0.5499,0.0,-0.56,0.25,22.4025,29.2203,21.0155,2.0944,6486.43,22.0
CS2_38,89,0.9877,0.9407,3.6137,4.2,2.7542,0.3889,-0.5488,0.0,-0.56,0.25,22.2235,28.9881,21.0289,2.1214,6465.36,22.0
CS2_38,90,0.9864,0.9394,3.6175,4.2,2.7528,0.389,-0.5557,0.0,-0.56,0.25,22.483,29.0929,20.9822,1.9956,6440.01,22.0
CS2_38,91,0.9863,0.9393,3.6211,4.2,2.7547,0.3891,-0.5498,0.0,-0.56,0.25,22.4526,29.2428,21.0183,2.1272,6441.16,22.0
CS2_38,92,0.9871,0.9401,3.6103,4.2,2.7429,0.3892,-0.5459,0.0,-0.56,0.25,22.3624,29.3415,21.0334,2.157,6481.27,22.0
CS2_38,93,0.9858,0.9389,3.6146,4.2,2.739,0.3893,-0.5549,0.0,-0.56,0.25,22.4696,29.352,21.1653,2.1365,6438.32,22.0
CS2_38,94,0.9841,0.9373,3.6129,4.2,2.753,0.3894,-0.5546,0.0,-0.56,0.25,22.3195,28.9058,21.0222,2.1127,6434.37,22.0
CS2_38,95,0.9845,0.9376,3.6037,4.2,2.76,0.3895,-0.5514,0.0,-0.56,0.25,22.4824,29.3322,20.887,2.2087,6426.8,22.0
CS2_38,96,0.9851,0.9382,3.6077,4.2,2.7534,0.3896,-0.5538,0.0,-0.56,0.25,22.4021,29.1723,21.1011,2.1271,6450.45,22.0
CS2_38,97,0.985,0.9381,3.6087,4.2,2.7477,0.3897,-0.5396,0.0,-0.56,0.25,22.4788,29.2944,21.0859,2.1261,6455.36,22.0
CS2_38,98,0.9835,0.9367,3.6082,4.2,2.7466,0.3898,-0.5441,0.0,-0.56,0.25,22.4922,29.2483,20.852,2.115,6425.03,22.0
CS2_38,99,0.9812,0.9345,3.6176,4.2,2.759,0.3899,-0.5542,0.0,-0.56,0.25,22.2621,28.9485,21.0279,2.0079,6409.53,22.0
CS2_38,100,0.9826,0.9358,3.6143,4.2,2.7525,0.39,-0.5471,0.0,-0.56,0.25,22.5421,29.1864,20.9631,2.0303,6408.84,22.0
CS2_38,101,0.9814,0.9346,3.6107,4.2,2.7448,0.3901,-0.5576,0.0,-0.56,0.25,22.8027,29.1042,20.9044,2.1449,6422.68,22.0
CS2_38,102,0.9815,0.9348,3.6038,4.2,2.7531,0.3902,-0.543,0.0,-0.56,0.25,22.3947,29.2152,20.8489,2.0735,6407.12,22.0
CS2_38,103,0.9777,0.9311,3.6169,4.2,2.7494,0.3903,-0.5566,0.0,-0.56,0.25,22.5099,29.1939,20.966,2.0905,6397.16,22.0
CS2_38,104,0.9769,0.9304,3.6079,4.2,2.7531,0.3904,-0.5422,0.0,-0.56,0.25,22.2327,29.1068,21.0399,1.9995,6390.14,22.0
CS2_38,105,0.9754,0.929,3.611,4.2,2.7457,0.3905,-0.5447,0.0,-0.56,0.25,22.2724,29.4931,20.9554,1.9944,6364.23,22.0
CS2_38,106,0.9776,0.9311,3.6088,4.2,2.7502,0.3906,-0.5572,0.0,-0.56,0.25,22.3413,29.2351,20.9757,2.1548,6397.42,22.0
CS2_38,107,0.9728,0.9265,3.6084,4.2,2.7493,0.3907,-0.5531,0.0,-0.56,0.25,22.4235,29.2812,21.0725,2.0857,6355.54,22.0
CS2_38,108,0.9794,0.9327,3.6055,4.2,2.7471,0.3908,-0.5429,0.0,-0.56,0.25,22.4143,29.1612,20.9609,2.1447,6408.47,22.0
CS2_38,109,0.9727,0.9264,3.6008,4.2,2.747,0.3909,-0.5469,0.0,-0.56,0.25,22.3882,29.2961,21.0676,2.1396,6356.42,22.0
CS2_38,110,0.9733,0.9269,3.6067,4.2,2.7547,0.391,-0.5424,0.0,-0.56,0.25,22.5285,29.1507,20.9048,2.1048,6369.85,22.0
CS2_38,111,0.9735,0.9272,3.6008,4.2,2.7447,0.3911,-0.5508,0.0,-0.56,0.25,22.6976,29.254,20.8997,2.1883,6387.48,22.0
CS2_38,112,0.9766,0.9301,3.5951,4.2,2.7542,0.3912,-0.5577,0.0,-0.56,0.25,22.6177,29.3073,20.8355,2.1242,6402.44,22.0
CS2_38,113,0.9722,0.9259,3.6031,4.2,2.7464,0.3913,-0.5548,0.0,-0.56,0.25,22.5072,29.2475,20.9301,1.9851,6356.11,22.0
CS2_38,114,0.9816,0.9349,3.6128,4.2,2.7549,0.3914,-0.5526,0.0,-0.56,0.25,22.4266,29.4334,21.1198,2.1371,6430.25,22.0
CS2_38,115,0.9724,0.9261,3.6042,4.2,2.7557,0.3915,-0.5432,0.0,-0.56,0.25,22.4485,29.394,21.0503,2.0765,6345.92,22.0
CS2_38,116,0.9704,0.9242,3.6026,4.2,2.759,0.3916,-0.5565,0.0,-0.56,0.25,22.4035,29.3536,21.0386,2.1014,6348.43,22.0
CS2_38,117,0.9734,0.9271,3.6028,4.2,2.7544,0.3917,-0.5579,0.0,-0.56,0.25,22.58,29.0309,20.967,2.1533,6381.78,22.0
CS2_38,118,0.9691,0.923,3.6037,4.2,2.7492,0.3918,-0.5502,0.0,-0.56,0.25,22.6707,29.239,20.96,2.1383,6334.33,22.0
CS2_38,119,0.9668,0.9208,3.5973,4.2,2.7475,0.3919,-0.5477,0.0,-0.56,0.25,22.3549,29.4436,21.2626,2.1552,6344.21,22.0
CS2_38,120,0.9706,0.9243,3.5971,4.2,2.7522,0.392,-0.5536,0.0,-0.56,0.25,22.4561,29.1549,21.048,2.0707,6349.3,22.0
CS2_38,121,0.9706,0.9244,3.6013,4.2,2.7506,0.3921,-0.5482,0.0,-0.56,0.25,22.4896,29.4203,20.9677,2.079,6367.67,22.0
CS2_38,122,0.9667,0.9207,3.6003,4.2,2.7409,0.3922,-0.5578,0.0,-0.56,0.25,22.6911,29.1384,21.0638,2.13,6356.29,22.0
CS2_38,123,0.9687,0.9226,3.6046,4.2,2.748,0.3923,-0.5534,0.0,-0.56,0.25,22.5072,29.4178,20.9143,2.1294,6342.81,22.0
CS2_38,124,0.968,0.9219,3.6006,4.2,2.7524,0.3924,-0.5482,0.0,-0.56,0.25,22.5267,29.4287,21.126,2.0962,6346.99,22.0
CS2_38,125,0.9683,0.9222,3.595,4.2,2.75,0.3925,-0.5485,0.0,-0.56,0.25,22.638,29.5082,20.9303,2.0045,6325.48,22.0
CS2_38,126,0.966,0.92,3.6057,4.2,2.7424,0.3926,-0.5541,0.0,-0.56,0.25,22.7841,29.3276,21.0665,2.1156,6307.02,22.0
CS2_38,127,0.9653,0.9193,3.5968,4.2,2.7536,0.3927,-0.5511,0.0,-0.56,0.25,22.5485,29.2046,21.0494,2.146,6291.87,22.0
CS2_38,128,0.9651,0.9192,3.596,4.2,2.746,0.3928,-0.5547,0.0,-0.56,0.25,22.572,29.3236,21.0208,2.057,6323.0,22.0
CS2_38,129,0.9609,0.9151,3.5974,4.2,2.747,0.3929,-0.5519,0.0,-0.56,0.25,22.6258,29.3209,20.7667,2.131,6258.77,22.0
CS2_38,130,0.9646,0.9187,3.6036,4.2,2.7539,0.393,-0.5477,0.0,-0.56,0.25,22.5057,29.5706,21.0152,2.0775,6287.14,22.0
CS2_38,131,0.963,0.9171,3.6051,4.2,2.7429,0.3931,-0.5407,0.0,-0.56,0.25,22.7131,29.4562,21.0908,2.0685,6304.39,22.0
CS2_38,132,0.9577,0.9121,3.5954,4.2,2.7526,0.3932,-0.5552,0.0,-0.56,0.25,22.6713,29.4632,20.9778,2.1312,6266.61,22.0
CS2_38,133,0.9589,0.9132,3.5929,4.2,2.7511,0.3933,-0.5447,0.0,-0.56,0.25,22.7546,29.1818,21.0063,2.1598,6289.75,22.0
CS2_38,134,0.9606,0.9149,3.5933,4.2,2.7525,0.3934,-0.5452,0.0,-0.56,0.25,22.6538,29.4643,20.8878,2.0697,6281.22,22.0
CS2_38,135,0.9584,0.9127,3.5986,4.2,2.7494,0.3935,-0.5416,0.0,-0.56,0.25,22.7042,29.0992,20.9181,2.0906,6271.31,22.0
CS2_38,136,0.9581,0.9125,3.5905,4.2,2.7562,0.3936,-0.5471,0.0,-0.56,0.25,22.8683,29.3355,20.9353,2.037,6278.56,22.0
CS2_38,137,0.9589,0.9132,3.5906,4.2,2.7468,0.3937,-0.5524,0.0,-0.56,0.25,22.7965,29.6854,21.0293,2.1017,6267.38,22.0
CS2_38,138,0.9614,0.9156,3.6015,4.2,2.7482,0.3938,-0.5523,0.0,-0.56,0.25,22.7333,29.3269,20.8279,2.0503,6287.83,22.0
CS2_38,139,0.9571,0.9115,3.5964,4.2,2.7528,0.3939,-0.5498,0.0,-0.56,0.25,22.6218,29.4123,20.9457,2.1255,6261.71,22.0
CS2_38,140,0.9604,0.9147,3.594,4.2,2.7566,0.394,-0.554,0.0,-0.56,0.25,22.5989,29.3598,21.0095,2.0556,6287.14,22.0
CS2_38,141,0.9583,0.9127,3.5861,4.2,2.7461,0.3941,-0.5435,0.0,-0.56,0.25,22.7936,29.5865,20.8632,2.1877,6264.15,22.0
CS2_38,142,0.9554,0.9099,3.5919,4.2,2.7457,0.3942,-0.5475,0.0,-0.56,0.25,22.7476,29.437,20.9245,2.0975,6244.13,22.0
CS2_38,143,0.9551,0.9096,3.5982,4.2,2.7524,0.3943,-0.5564,0.0,-0.56,0.25,22.7436,29.5094,21.1745,2.0385,6233.93,22.0
CS2_38,144,0.9526,0.9073,3.5862,4.2,2.7469,0.3944,-0.5488,0.0,-0.56,0.25,22.6992,29.5825,21.0476,2.0865,6255.6,22.0
CS2_38,145,0.9564,0.9109,3.5923,4.2,2.7437,0.3945,-0.5484,0.0,-0.56,0.25,22.8391,29.7749,21.099,2.1871,6283.21,22.0
CS2_38,146,0.9514,0.9061,3.5906,4.2,2.7415,0.3946,-0.5386,0.0,-0.56,0.25,22.7962,29.8849,20.9579,2.1218,6206.47,22.0
CS2_38,147,0.9539,0.9085,3.6009,4.2,2.7518,0.3947,-0.5499,0.0,-0.56,0.25,22.5883,29.5476,21.0098,2.0615,6248.6,22.0
CS2_38,148,0.9533,0.9079,3.5876,4.2,2.7521,0.3948,-0.5422,0.0,-0.56,0.25,22.4728,29.4292,21.0364,2.1418,6227.82,22.0
CS2_38,149,0.9476,0.9025,3.5926,4.2,2.7449,0.3949,-0.5608,0.0,-0.56,0.25,22.7044,29.5601,20.877,2.0559,6199.95,22.0
CS2_38,150,0.9522,0.9069,3.5925,4.2,2.7511,0.395,-0.545,0.0,-0.56,0.25,22.8695,29.6946,20.8762,1.9906,6237.52,22.0
CS2_38,151,0.9515,0.9062,3.5933,4.2,2.7386,0.3951,-0.553,0.0,-0.56,0.25,22.9521,29.5722,21.0233,2.117,6224.18,22.0
CS2_38,152,0.9492,0.904,3.5789,4.2,2.7493,0.3952,-0.5426,0.0,-0.56,0.25,22.7097,29.466,21.0656,2.1266,6239.06,22.0
CS2_38,153,0.9492,0.904,3.5876,4.2,2.7494,0.3953,-0.5471,0.0,-0.56,0.25,22.7252,29.4435,20.9564,2.0514,6214.0,22.0
CS2_38,154,0.9498,0.9046,3.5861,4.2,2.7468,0.3954,-0.5421,0.0,-0.56,0.25,22.8452,29.6897,20.9409,2.1588,6208.31,22.0
CS2_38,155,0.9494,0.9042,3.5772,4.2,2.7449,0.3955,-0.5579,0.0,-0.56,0.25,22.864,29.5285,21.202,2.0582,6227.69,22.0
CS2_38,156,0.9467,0.9016,3.5946,4.2,2.7461,0.3956,-0.5472,0.0,-0.56,0.25,22.6302,29.3323,21.1162,2.1303,6212.63,22.0
CS2_38,157,0.9456,0.9006,3.5745,4.2,2.738,0.3957,-0.5398,0.0,-0.56,0.25,22.8316,29.6197,20.914,2.1126,6190.04,22.0
CS2_38,158,0.9483,0.9031,3.5858,4.2,2.7505,0.3958,-0.5492,0.0,-0.56,0.25,22.8339,29.9038,20.9912,2.0559,6190.65,22.0
CS2_38,159,0.9439,0.899,3.5891,4.2,2.744,0.3959,-0.5503,0.0,-0.56,0.25,22.7952,29.7157,20.8864,2.0684,6181.89,22.0
CS2_38,160,0.9468,0.9017,3.5781,4.2,2.7493,0.396,-0.5422,0.0,-0.56,0.25,22.7295,29.6921,20.8905,2.0654,6203.16,22.0
CS2_38,161,0.9425,0.8977,3.5826,4.2,2.7551,0.3961,-0.5533,0.0,-0.56,0.25,22.7418,29.5984,21.0414,2.0058,6162.97,22.0
CS2_38,162,0.9434,0.8985,3.5912,4.2,2.7527,0.3962,-0.5462,0.0,-0.56,0.25,22.767,29.7477,21.0506,2.162,6171.07,22.0
CS2_38,163,0.9412,0.8963,3.5867,4.2,2.7541,0.3963,-0.5551,0.0,-0.56,0.25,22.5964,29.7152,20.856,2.0608,6180.86,22.0
CS2_38,164,0.9425,0.8976,3.5915,4.2,2.7612,0.3964,-0.5513,0.0,-0.56,0.25,22.8007,29.5899,21.0871,2.0992,6167.76,22.0
